Messages,Sentiment
Impact of Covid left an strong impact on PHARMA sector the charts and volume bar reflects same. To know more for more info v.gd/GjmAyK,
"Post a base Triangle breakout in mid-July, the stock resumed the larger uptrend. For the week gone by, it has formed a bullish outside bar pattern on the weekly chart, which reinforces the uptrend",
"Indusindbank fut -892.65, dip buy-881 -870 stay away below-869 , fresh buy start above-894.65 cross sustain hold above , tgts-904-915-927-939 extended tgts-940-946-958-965-981-997-1013-1035-1052, stop loss-858 positional stop loss-830",
Huge correction done in good fundamentally strong stocks buy in every dips for investment for more info v.gd/GjmAyK,
Huge correction done in good fundamentally strong stocks buy in every dips for investment for more info v.gd/GjmAyK,
INDUSIND BANK SHOWING GOOD STRENGTH BUY AT DIPS...,
"Indication a strong price strength, Check RSI. for more info v.gd/GjmAyK",
This stock is expected to stay on the upward trajectory from a short to medium-term perspective v.gd/GjmAyK,
"if certain sectors are not nurtured and financial flows are not maintained to these, there could be a risk of these businesses reaching a no-returns stage and thus an erosion in the supply-side of the economy.",
Tomorrow be ready all operator for strong upper circuit be ready for retailer buying opportunity........bnfs.at/891c,
"Remember corrections in market are temporary, growth is permanent use dips as buying opportunity for more info v.gd/GjmAyK",
......buy indulsnd Bank fut feb 872-867 cbsl 860 target 887-892-897........,
ANYBODY WHO CAN SUGGEST HERE - WHAT TO DO WITH INDUSIND ? ANYBODY WHO CAN SUGGEST HERE - WHAT TO DO WITH INDUSIND ?,
Unlikely scenario analysis developed strong analytical skills developed strong. How? ..........bnfs.at/891c,
Growth oriented stocks will be accumulated heavily by fiis and diis. Full list available bnfs.at/891c,
Fundamentally strong stock add at every dips for long term,
Momentum in this script with good moving average keep in watch list for more info v.gd/GjmAyK,
Fundamentally strong stock add at every dips for long term,
Growth oriented stocks will be accumulated heavily by fiis and diis. Full list available bnfs.at/891c,
The zeel of trading comes with Red color in our portfolio to make it Green & Positive results Come .....Look for bnfs.at/891c,
Technically looking very week in upcoming session so stay away for sometime...,
Impact of Covid left an strong impact on PHARMA sector the charts and volume bar reflects same. To know more for more info v.gd/GjmAyK,
This stock is ready to show you more power very soon so be ready before buy on right levels,
"dr reddy cmp 4593 looking good for 4700/5000 , For AnyTips OrHelp wtzp... 73OO7 :311 :44",
The impact of Demand and supply creating ruckus in buying sector to know the target and SL for more info v.gd/GjmAyK,
Fundamentally strong stock add at every dips for long term,
Big block deals happening everyday in so many stocks. Who all are buying.,
This stock is expected to stay on the upward trajectory from a short to medium-term perspective for more info v.gd/GjmAyK,
Fundamentally strong stock add at every dips for long term,
Sectors like chemicals and fertilizers will blast reasons to soar described,
take care at this price. wait for it to cool down. 870 may witness selling pressure. fed meeting may market nose dive,
NSE : Super Bullish Buy Each DIP Target 900 in short time,
Quarterly result will start soon to get the latest updates more info v.gd/GjmAyK,
Multiple times fed rate hike make the global stock mkts to pushed to corners. Deep dive is yet to come after the meeting. Fingers crossed.,
"Take care, dont get trapped in leverage...",
"In a marketplace, perception is more powerful than reality.",
"Some Unauthorized News is coming from another forums, check now.",
Trading is a skill Not a science so stop researching start following.........bnfs.at/891c,
Crude oil Beneficiaries like ongc gail and bpcl will fire. Want to know more beneficiary cost Crude oil Beneficiaries like ongc gail and bpcl will fire. Want to know more beneficiary cos ..bnfs.at/891c,
Stock Market latest news for more info v.gd/GjmAyK,
Fundamentally strong stock add at every dips for long term,
Any dip can be taken as a fresh buying opportunity. The upside rally can take the share price so high in coming quarters for more info v.gd/GjmAyK,
"Remember corrections in market are temporary, growth is permanent use dips as buying opportunity for more info v.gd/GjmAyK",
Pump and dump. This is the next yes bank and we will get to know it in one year.,
"Stock is in highly oversold zone grab it, its gonna rise again soon for long long rally.",
For some it might be fundamentally strong but a pro trader should understand the impact of FII and DII too. for more info v.gd/GjmAyK,
both target hit profit booking may start now..long term players may hold or try to reenter at lower levels,
Huge upside potential. Good fundamentals and is currently trading at more than reasonable PRICE. TO GET INSIGHT ON SHORT TERM for more info v.gd/GjmAyK,
To know the stocks details and updates for more info v.gd/GjmAyK,
"A POTENTIAL STOCK , CAN HOPE FOR A GREAT TRAGET.",
This stock is expected to stay on the upward trajectory from a short to medium-term perspective for more info v.gd/GjmAyK,
For some it might be fundamentally strong but a pro trader should understand the impact of FII and DII too. for more info v.gd/GjmAyK,
Reason for fall is well understood. 1) Promoter wants to increase the stake from 16 to 26 2) Lic wants to increase from 5 to 10. prices are butchered to pick this stock at lower price. global recession is used for pulling stock down. All ar...&nbsp,
Huge correction done in good fundamentally strong stocks buy in every dips for investment for more info v.gd/GjmAyK,
For Stocks Quarterly result updates more info v.gd/GjmAyK,
IndusInd likely to declare loss for this quarter and this loss was already factored into current price. Further downfall is good buying opportunity as this bank will turn around in 5 years of time,
Positive movement expected due to high delivery percentage accumulate for more info v.gd/GjmAyK,
have you seen Neha ji who advised to buy this stock saying promoters bought this garbage at 2000?.,
Sound working capital management will be strong point to take this up with proper SL and target for more info v.gd/GjmAyK,
Unlikely scenario analysis developed strong analytical skills developed strong. How? ..........bnfs.at/891c,
Fundamentally strong stock add at every dips for long term for more... bnfs.at/891c,
"Amongst leading Pvt Banks in Bank Nifty, this is the most beaten down bank and still there is no buyer. After promoter cap is increased to 26% by RBI, Hindujas were supposed to buy from tranches and increase the stake to 26%. What are they ...&nbsp",
Quarterly result will start soon to get the latest updates more info v.gd/GjmAyK,
Can anyone please tell me when is the Q3 results for Indusind bank.,
mahafudu stock bc down n down ...from 1200 to 850...struck at 1050..dont know when it will touch again 1200,
Currently trading at lower price due to industry dynamics. But the stock has a long term upside potential for more info v.gd/GjmAyK,
For some it might be fundamentally strong but a pro trader should understand the impact of FII and DII too. for more info v.gd/GjmAyK,
when are the results? estimates given at 35% upside. so hope this moves up before results.,
Huge upside potential. Good fundamentals and is currently trading at more than reasonable PRICE. TO GET INSIGHT ON SHORT TERM for more info v.gd/GjmAyK,
Investing is not an easy mind game ....it requires patience to feel the power of stock market..... Queen of future,
sell on every rise go below 870 today..,
Short selling is usually a pretty risky endeavor for most investors and not something most beginners should attempt.,
Asset allocation is a powerful investing tool.,
In my opinion it will close above 905 today and if so then again it will go above 925,
"Wall Streets main indexes fell on Tuesday as big technology stocks were slammed by rising Treasury yields, while Goldman Sachs led declines among banks after posting its quarterly profit below expectations. Two-year Treasury yields, which t...&nbsp",
There can be shares that are at an all-time low and are still not worth paying for. There can be shares that have reached their all-time high and still be worth investing in.,
both target hit profit booking may start now..long term players may hold or try to reenter at lower levels.,
it will take its own path irrespective of bank nifty.......just wait for report of Deloitte on evergreening of loan,
strike 931.9 from given 920 keep invested hope everyone booked profits By Hritika Sharma,
Buy intraday cash #Indusinbank above 920 Tgt 924-930-940-950 Sl below 910,
Quarterly result will start soon to get the latest updates more info v.gd/GjmAyK,
Looking weak from here with low delivery volume high chances of short sell possible here for more info v.gd/GjmAyK,
Are you likewise stayed befuddled with regards to when to trade a stock.,
Telle grm v.gd/soAhpd for trading ideas : Indusind bank will be bullish above its supertrend resistance 940 and might be bullish in coming days. Learn how to read charts in my Telleegrm v.gd/soAhpd,
Buy it for investment purposes having strong fundamentals Profit booking would be seen now in this stock now book ur profit....wait to reenter at lower levels AnyTips OrHelp wtzp... 73OO7 :311 :44,
"The stock market is filled with individuals who know the price of everything, but the value of nothing. - By Phillip Fisher",
Sureshot !!! Buy INDUSIND BANK for target price of 981 by 31st Jan 2022. Buy as much as you can !!!!,
For Stocks Quarterly result updates more info v.gd/GjmAyK,
again strong bullish rally started ..buy at every dip,
Telle grm Profit_Junction : Sun TV formed hammer and can act as little bullish as per indicators in 60 mins chart. Buy only above 535 for 600 soon. I share freee intrdy sugggestions in my Tellee grmProfit_Junction,
Follow one rule for Stop-loss & Target and stick to it for atleast 100 days.,
"Buy tech m cmp 1629 and tomorrow morning will come 1670/1700 ,For AnyTips OrHelp wtzp... 73OO7 :311 :44",
This stock is a very good choice to your portfolio ...buy at current levels for Good investment.,
Low Interest rates and system liquidity will be a reason for bullish in upcoming trading sessions. To know when exactly to trade for more info v.gd/GjmAyK,
Sound working capital management will be strong point to take this up with proper SL and target for more info v.gd/GjmAyK,
Sell Power Grid corp with target of 209 & Stop loss at 215...visit goyaltips,
Sell Power grid crop with target of 210 & stop loss at 214.......visit goyaltips...,
MULTIPLE BLACK CROW BE ALERT highly overbought stock ex bonus stock decide yourself,
Ready for next week with previous holdings its ready for break again with more profit...,
Dont buy for long term now wait for few moments and dip with right levels...,
speedy recovery is expected from these levels...buy for for huge profit.,
BUY POWER GRID CORP AT 215 TGT 220 SL OF 212 MORE CALLSS AT v.gd/OoveCX ON TELEEGRAAM,
"Powergrid only energy stock which is going down, while energy sector is 429 points up.",
"What a worst stock, goes high once in a month, comes back to same place and trades in same range for a month.",
Looking weak from here with low delivery volume high chances of short sell possible here for more info v.gd/GjmAyK,
both target hit profit booking may start now..long term players may hold or try to reenter at lower levels..,
Growth oriented stocks will be accumulated heavily by fiis and diis. Full list available bnfs.at/891c,
MULTIPLE BLACK CROW BE ALERT highly overbought stock ex bonus stock decide yourself,
Ready for next week with previous holdings its ready for break again with more profit...,
Dont buy for long term now wait for few moments and dip with right levels...,
speedy recovery is expected from these levels...buy for for huge profit.,
BUY POWER GRID CORP AT 215 TGT 220 SL OF 212 MORE CALLSS AT v.gd/OoveCX ON TELEEGRAAM,
"Powergrid only energy stock which is going down, while energy sector is 429 points up.",
"What a worst stock, goes high once in a month, comes back to same place and trades in same range for a month.",
Looking weak from here with low delivery volume high chances of short sell possible here for more info v.gd/GjmAyK,
both target hit profit booking may start now..long term players may hold or try to reenter at lower levels..,
Growth oriented stocks will be accumulated heavily by fiis and diis. Full list available bnfs.at/891c,
MULTIPLE BLACK CROW BE ALERT highly overbought stock ex bonus stock decide yourself,
Ready for next week with previous holdings its ready for break again with more profit...,
Dont buy for long term now wait for few moments and dip with right levels...,
speedy recovery is expected from these levels...buy for for huge profit.,
BUY POWER GRID CORP AT 215 TGT 220 SL OF 212 MORE CALLSS AT v.gd/OoveCX ON TELEEGRAAM,
"Powergrid only energy stock which is going down, while energy sector is 429 points up.",
"What a worst stock, goes high once in a month, comes back to same place and trades in same range for a month.",
Looking weak from here with low delivery volume high chances of short sell possible here for more info v.gd/GjmAyK,
both target hit profit booking may start now..long term players may hold or try to reenter at lower levels..,
Growth oriented stocks will be accumulated heavily by fiis and diis. Full list available bnfs.at/891c,
MULTIPLE BLACK CROW BE ALERT highly overbought stock ex bonus stock decide yourself,
Ready for next week with previous holdings its ready for break again with more profit...,
Dont buy for long term now wait for few moments and dip with right levels...,
speedy recovery is expected from these levels...buy for for huge profit.,
BUY POWER GRID CORP AT 215 TGT 220 SL OF 212 MORE CALLSS AT v.gd/OoveCX ON TELEEGRAAM,
"Powergrid only energy stock which is going down, while energy sector is 429 points up.",
"What a worst stock, goes high once in a month, comes back to same place and trades in same range for a month.",
Looking weak from here with low delivery volume high chances of short sell possible here for more info v.gd/GjmAyK,
both target hit profit booking may start now..long term players may hold or try to reenter at lower levels..,
Growth oriented stocks will be accumulated heavily by fiis and diis. Full list available bnfs.at/891c,
Positive movement expected due to high delivery percentage accumulate for more info v.gd/GjmAyK,
Buy it for investment purposes having strong fundamentals,
"A monopoly PSU. Cost deterrent for new comers, highly profitable. Only negative is biggest borrower. Whopping crore debt. I am bullish.",
Buy Confidence petro promoter is continuing is increasing his holding and good profit making company,
Sound working capital management and controlled capex led consol net debt to decline,
Nifty will strongly bounce back due to positive global indexes and sgx nifty..buy as much as u can all nifty shares,
Investing is not an easy mind game ....it requires patience to feel the power of stock market..... Queen of future,
Best time for investment in pharma more detls. DONT MISS THIS TIME.. Queen of future,
Market always gives superb return to long term holders so fill ur portfolio with long term stocks.. Queen of future,
Low Interest rates and system liquidity will be a reason for bullish in upcoming trading sessions. To know when exactly to trade for more info v.gd/GjmAyK,
today hits 52 week high and on Thursday we can see 225 to 230 on gap up opening possible,
Prices are trading in uncharted territory and hence one should ride the trend by keeping a trailing stop loss method.,
Buy Power Grid as after Q3 results Power Grid will head to Rs.240. The target of Rs.250 holds for Power Grid.,
Buy Power grid crop with target of 216 & stop loss at 212......visit goyaltips.....,
Positive movement expected due to high delivery percentage accumulate for more info v.gd/GjmAyK,
Power Grid would be the highest roe and roce generated company going forward.,
Buy Power grid corp with target of 220 & Stop loss at 214...visit goyaltips,
PMC fincrop next multibigger stock target RS.10 plus March 2022 buy and hold once again RS.100 plus next 2 years bnfs.at/891c,
Crude oil Beneficiaries like ongc gail and bpcl will fire. Want to know more beneficiary cost Crude oil Beneficiaries like ongc gail and bpcl will fire. Want to know more beneficiary cos ..bnfs.at/891c,
Unlike Other sectors IT sector is impacted by many factors Can Market correction impact Infy badly? To get all answers v.gd/GjmAyK,
Nifty will strongly bounce back due to positive global indexes and sgx nifty..buy as much as u can all nifty shares,
If you check OI data it clear shows huge put writers at 15700 and 15750...giving good support as sgx nifty close in green by big margin..it clearly indicates bullish apttern in chart analysis...PCR ratio is also good..buy friends and best o...&nbsp,
"lets make phenomenal gains together on high conviction opportunities amd grow big together, wtzp .702.153.76.82",
"profits are made when sitting in the right direction at right entry!, for profit sharing basis wtzp 70.215.37.682",
"waiting patiently in the right direction trades is what makes the most money, if you are tired of your losses dont worry, for profit sharing recovery wtzp .70.215.376.82",
work only on very sure conviction trades if you really wamt to grow! for profit sharing basis wtzp .70.215.37.682,
Growth oriented stocks will be accumulated heavily by fiis and diis. Full list available bnfs.at/891c,
The zeel of trading comes with Red color in our portfolio to make it Green & Positive results Come .....Look for bnfs.at/891c,
For Stocks Quarterly result updates more info v.gd/GjmAyK,
Positive movement expected due to high delivery percentage accumulate for more info v.gd/GjmAyK,
power grid strong on chart even in weak market so keep on radar,
fundamental strong company and closed above resistance 215 Monday will be gap up opening to 220to 225 if market support then more upside possible to this stock hold tightly,
Prices are trading in uncharted territory and hence one should ride the trend by keeping a trailing stop loss method.,
Prices are trading in uncharted territory and hence one should ride the trend by keeping a trailing stop loss method.,
The impact of Demand and supply creating ruckus in buying sector to know the target and SL for more info v.gd/GjmAyK,
"dont suffer more losses, If you are interested in earning big from the market and recovery of your big losses together on profit sharing basis then wtzp 702.15.37.682",
Friends if you are genuinely interested to work together and grow mutually then dont gamble anymore lets work to grow together on profit sharing basis Wtzp .70.215.37.682,
"profits and losses are a part of the market and we cannot escape it we have to accept it gracefully and learn to capture the best out of it, if you are interested to work together on profit share then Wtzp. 702.153.76.82",
The daily price action has formed a small bearish candle should consider Reliance cautiously to know exact target point for more info v.gd/GjmAyK,
This stock is expected to stay on the upward trajectory from a short to medium-term perspective for more info v.gd/GjmAyK,
Sound working capital management and controlled capex led consol net debt to decline,
The impact of Demand and supply creating ruckus in buying sector to know the target and SL for more info v.gd/GjmAyK,
Positive movement expected due to high delivery percentage accumulate for more info v.gd/GjmAyK,
Looking weak from here with low delivery volume high chances of short sell possible here for more info v.gd/GjmAyK,
Sugar stocks have been in focus as the government brought forward the target date for achieving 20 percent ethanol-blending with petrol by two years to 2023.,
"Acknowledging that the second wave of COVID-19 infections in India have led to worsening of growth signals, the RBI has brought down its growth forecast for FY22 to 9.5 percent from 10.5 percent",
Buy Power grid crop with target of 217 & stop loss at 213.....visit goyaltips...,
"when you buy with news, you will die with news... remember",
Stock Market latest news for more info v.gd/GjmAyK,
Sell Power grid crop with target of 212 & stop loss at 216.......visit goyaltips...,
Buy powergrid soon soon it will reach 230 to 250..for a short term. Dont miss,
Intraday : Buy Powergrid at 217 Sl 215 Target 221.5,
Buy Power grid corp with target of 220 & stops loss at,
Buy Power Grid as after crossing Rs.216 Power Grid will break out and head to Rs.230. Buy Power Grid for a target of Rs.250.,
imagine powergrid if market was in green today.. it would be 230 already.,
Too much overrated as of now....anytime reverse route may start....book ur profit,
"This stock might give you 2x,3x return this year without a doubt... extremely bullish",
Crude oil Beneficiaries like ongc gail and bpcl will fire. Want to know more beneficiary cost Crude oil Beneficiaries like ongc gail and bpcl will fire. Want to know more beneficiary cos........... bnfs.at/891c,
Growth oriented stocks will be accumulated heavily by fiis and diis. Full list available............ bnfs.at/891c,
POWER GRID CROP VERY STRONG LEVELS BULLISH ZONE KEEP BUY AT DIPS AND HOLD FOR LONG TURM,
"NTPC, NMDC, HAL, BDL, IOC,and other PSU stocks will be vary active market leaders and good returns in2022",
......Friday......v hav given ... Buy coforge pe 4400 at 128 for Trgt of 168 ..177 touched....... hit the target......40 points gain......... profit of 4500 per lot.......joinme on.... tlgrrrrrrrrm at... rmwealth ..for prftbl clls at lowest...&nbsp,
Guys it is a global trend to move to value stocks like Ongc ntpc ioc Overpriced stocks like infosys are down 21 percent. During the pandemic Tech stocks had lead to unreasonavle valuatuons. People are moving ntpc time stocks which classify ...&nbsp,
Guys pls note the main trigger is the budget ( Ra 10250 crore green corridor renewables) and Rs 15000 crore asset monetization. Both will be announced in budget. Far bigger triggers than the result.,
"Post a base Triangle breakout in mid-July, the stock resumed the larger uptrend. For the week gone by, it has formed a bullish outside bar pattern on the weekly chart, which reinforces the uptrend",
"Post a base Triangle breakout in mid-July, the stock resumed the larger uptrend. For the week gone by, it has formed a bullish outside bar pattern on the weekly chart, which reinforces the uptrend",
The main trigger was never the result. It was wat is coming in the budget the rs 10250 green corridor. Second triger is the rs 15000 crore asset monetisation both of which will be announces in the budget. Tat is why 3 days ago bought 15000 ...&nbsp,
It will open 10% above at rs 154 on MONDAY.,
Have an opinion on this news? Post your comment here.,
NTPC Must cross 200 marks as it is fundamentally very strong company. you cannot simply ignore it because it is psu.,
"One of the best performance it will open above 145 but will close below 140, on shots by operators.",
"4.  dividend per share , profit increase 25 percentage",
"4 rs dividend per share, 25 percentage profit increase Q to Q and YOY... target 180 plus",
"Fifth Feb., is Book closure date, Shares held on their account as on 05/02/2022, are eligible for dividend.",
Telle grm Profit_Junction : Jubilant food near to breakout and looks little bullish as per the indicators in daily charts. Buy it abv 3850 for 4100 in 2 week time frame. I share freee intraday caallls in my Tellee grm Profit_Junction,
Too much overrated as of now....anytime reverse route may start....book ur profit,
How to make profit by going against popular opinion. .. simply follow bnfs.at/89Ic,
To build a fortune in the long-run and spend it wisely. . just follow bnfs.at/89Ic,
Well performed stock this is it will.show more actions again..4 more updates and Live tipxz wtzppp on 844549: 2O56,
To knw Queen of future This stock may give u 2x 3x returns this year for sure ..very bullish on techincal chart For any help orTips.... To knw Queen of future,
"One of the best performance it will open above 145 but will close below 140, on shots by operators.",
"4.  dividend per share , profit increase 25 percentage",
"4 rs dividend per share, 25 percentage profit increase Q to Q and YOY... target 180 plus",
"Fifth Feb., is Book closure date, Shares held on their account as on 05/02/2022, are eligible for dividend.",
Telle grm Profit_Junction : Jubilant food near to breakout and looks little bullish as per the indicators in daily charts. Buy it abv 3850 for 4100 in 2 week time frame. I share freee intraday caallls in my Tellee grm Profit_Junction,
Too much overrated as of now....anytime reverse route may start....book ur profit,
How to make profit by going against popular opinion. .. simply follow bnfs.at/89Ic,
To build a fortune in the long-run and spend it wisely. . just follow bnfs.at/89Ic,
Well performed stock this is it will.show more actions again..4 more updates and Live tipxz wtzppp on 844549: 2O56,
To knw Queen of future This stock may give u 2x 3x returns this year for sure ..very bullish on techincal chart For any help orTips.... To knw Queen of future,
"One of the best performance it will open above 145 but will close below 140, on shots by operators.",
"4.  dividend per share , profit increase 25 percentage",
"4 rs dividend per share, 25 percentage profit increase Q to Q and YOY... target 180 plus",
"Fifth Feb., is Book closure date, Shares held on their account as on 05/02/2022, are eligible for dividend.",
Telle grm Profit_Junction : Jubilant food near to breakout and looks little bullish as per the indicators in daily charts. Buy it abv 3850 for 4100 in 2 week time frame. I share freee intraday caallls in my Tellee grm Profit_Junction,
Too much overrated as of now....anytime reverse route may start....book ur profit,
How to make profit by going against popular opinion. .. simply follow bnfs.at/89Ic,
To build a fortune in the long-run and spend it wisely. . just follow bnfs.at/89Ic,
Well performed stock this is it will.show more actions again..4 more updates and Live tipxz wtzppp on 844549: 2O56,
To knw Queen of future This stock may give u 2x 3x returns this year for sure ..very bullish on techincal chart For any help orTips.... To knw Queen of future,
"One of the best performance it will open above 145 but will close below 140, on shots by operators.",
"4.  dividend per share , profit increase 25 percentage",
"4 rs dividend per share, 25 percentage profit increase Q to Q and YOY... target 180 plus",
"Fifth Feb., is Book closure date, Shares held on their account as on 05/02/2022, are eligible for dividend.",
Telle grm Profit_Junction : Jubilant food near to breakout and looks little bullish as per the indicators in daily charts. Buy it abv 3850 for 4100 in 2 week time frame. I share freee intraday caallls in my Tellee grm Profit_Junction,
Too much overrated as of now....anytime reverse route may start....book ur profit,
How to make profit by going against popular opinion. .. simply follow bnfs.at/89Ic,
To build a fortune in the long-run and spend it wisely. . just follow bnfs.at/89Ic,
Well performed stock this is it will.show more actions again..4 more updates and Live tipxz wtzppp on 844549: 2O56,
To knw Queen of future This stock may give u 2x 3x returns this year for sure ..very bullish on techincal chart For any help orTips.... To knw Queen of future,
"Post a base Triangle breakout in mid-July, the stock resumed the larger uptrend. For the week gone by, it has formed a bullish outside bar pattern on the weekly chart, which reinforces the uptrend",
"Post a base Triangle breakout in mid-July, the stock resumed the larger uptrend. For the week gone by, it has formed a bullish outside bar pattern on the weekly chart, which reinforces the uptrend",
it may be due to adjustement for upcoming anticipated corporate action (dividend).. & also due to volatility..,
Market always gives superb return to long term holders so fill ur portfolio with long term stocks.. Queen of future,
Never depend on single income. Make investment to create second source for more info.. Queen of future,
Well performed stock this is it will.show more actions again..4 more updates and Live tipxz wtzppp on 844549: 2O56,
Lets make phenomenal gains together on high conviction opportunities and grow big together,
"Leading indicator RSI is placed at 60 which is showing further price strength. On a higher time frame, a counter formed a Morning Star pattern, which is a bullish reversal candlestick pattern.",
Strong suggest...... NTPC... PHILLIPS CARBON.....LATENT VIEW....Big Pending up side ......,
I HOPE THEY GIVE 10RS DIVIDEND THIS TIME ,
This stock is ready to show you more power very soon so be ready before buy on right levels,
Aaj ke Toofani Stocks....... Phillips carbon.....NTPC......Latent view...look,
Update NTPC HIGH MADE 141 ( BUY GIVEN ON 21 Jan 7 days ago near 132 to 133 sl was 130 see now tgt achieved full (book profits full call exit now) told youll buy in cash and hold just,
mg view buy ntpc stock very high momentum for upside last week stock made a trungular pattern made which is good made for ntpc new high target 144 or 149 levels,
Huge correction done in good fundamentally strong stocks buy in every dips for investment for more info v.gd/GjmAyK,
Bajaj finserve positional above 17500 support 16250 target 21000 For AnyTips OrHelp wtzp... 73OO7 :311 :44,
"Strong levels, Good Result, Consolidated in last week, strongly recommend this stock for buying for more details... Queen of future",
Fundamentally strong stock add at every dips for long term for more... Queen of future,
"Buy apollo hospital cmp 5592 and tomorrow morning 5709/5800 ,For AnyTips OrHelp wtzp... 73OO7 :311 :44",
Have an opinion on this news? Post your comment here.,
Tomorrow be ready all operator for strong upper circuit be ready for retailer buying opportunity........bnfs.at/891c,
How to overcome our fear of losses incurred by return ......bnfs.at/891c,
Impact of Covid left an strong impact on PHARMA sector the charts and volume bar reflects same. To know more for more info v.gd/GjmAyK,
Stock Market latest news for more info v.gd/GjmAyK,
Iron ore and copper prices at all time high. Hindcopper and nmdc going to present awesome results.,
"most of core sectors industries are prime importance in 2022 budget such as energy,mining ,agriculture,chemical autosector,Pharma for GDP growth",
NTPC SHOWING STRONG LEVELS BULLISH ZONE KEEP ACCUMULATE AT EVERY DIPS AND HOLD FOR LONG TURM...,
For Stocks Quarterly result updates more info v.gd/GjmAyK,
Looking weak from here with low delivery volume high chances of short sell possible here for more info v.gd/GjmAyK,
"if index options are your cup of tea, for profits remember",
why Feb month 135 CE is falling that much? is it due to dividend?,
Ex - date stock s as of 24th January Dividend DCM Shriram Ltd Rs . 5.20 Look for StockPhoenix in TGram,
Investing is not an easy mind game ....it requires patience to feel the power of stock market..... bnfs.at/891c,
Buy NTPC with target of 137 & Stop loss at 133...visit goyaltips,
Impact of Covid left an strong impact on PHARMA sector the charts and volume bar reflects same. To know more for more info v.gd/GjmAyK,
dividend is recorded on feb 5... buy for dividends,
"Telle grm Profit_Junction : Lupin is little bearish from past one week in daily chart, buy it only abv 886 for a tgt of 950 & sell below 858 for 835. I give freee intrdy sugggestions in my Tellee grm Profit_Junction",
"Prices only rise if more people are stepping in to buy than are willing to sell. While we can do all sorts of fancy analysis and make forecasts about price, all we are really doing is making a bet that people will step in to buy or sell. We...&nbsp",
Making money is all about correct timing and skill.. If U really interested in profit sharing then ping me hi... On 9..8..7..0..9..3..3..4..4..8,
Momentum in this script with good moving average keep in watch list for more info v.gd/GjmAyK,
Bajaj finserve positional above 17500 support 16250 target 21000 For AnyTips OrHelp wtzp... 73OO7 :311 :44,
"Normslly NTPC announcers interim dividend around this time ( end Jan , early feb). As NTPC is prospering it is increasing dividend 2020 they had only paid Rs 0.50 per share as interim dividend, which they increased manyfold to Rs 3.00 per s...&nbsp",
"51% ownerd by Government, 31.08% by Domestic institutions ( mainly mutual funds) , 14.54% by Foreign institutional investors ( who continue to add since March 2021). That leaves with miniscule 3.28% with individuals ( including HNI). theref...&nbsp",
The game has started.Once above 137 then shortcovering will.also start as total.small individuals ( including High networth individuals) minuscule 3.28 %. The game has started.Once above 137 then shortcovering will.also start as total.small...&nbsp,
Yesterday it was the day of Powergrid corp . Will it be NTPC day today.,
NTPC looking good at this point it will go around 140 in the prospective 15 days.,
Prices are trading in uncharted territory and hence one should ride the trend by keeping a trailing stop loss method.,
"Telle grm Profit_Junction : Dabur is bearish as per indicators in short term, buy it abv 588 for a tgt of 630 and sell it below 560 for a tgt of 530 in a week. I give freee intrdy sugggestions in my Tellee grm Profit_Junction",
Sell NTPC with target of 132 & stop loss at 136........visit goyaltips...,
Never depend on single income. Make investment to create second source for more info.. Queen of future,
NTPC had paid interim dividend of Rs 0.50 per share in 2020 ( 26th Mar x dividend)which they upped last year to Rs 3.00 per share as interim dividend which was wx dividend on 11th feb 2021. It will be really interesting to see how much they...&nbsp,
"NTPC has reportedly invited bids from developers to build the Solar PV park in Republic of Cuba. NTPC, a corporate partner of International Solar Alliance (ISA), has been chosen as the preferred partner for implementation of 900 MW solar PV...&nbsp",
"Remember corrections in market are temporary, growth is permanent use dips as buying opportunity for more info v.gd/GjmAyK",
"an uptrend is created by more and more people continuing to push the price up. A price can t go up any other waypeople need to be willing to pay higher and higher prices. Eventually, there are no more people who are willing to buy at hig...&nbsp",
speedy recovery is expected from these levels...buy for for huge profit..,
Sell NTPC with target of 132 & stop loss at 136.......visit goyaltips....,
For some it might be fundamentally strong but a pro trader should understand the impact of FII and DII too. for more info v.gd/GjmAyK,
"Indication a strong price strength, Check RSI. for more info v.gd/GjmAyK",
BUY BHARTI FOR 250 PROFIT ACHIEVING POINT WITH ANALYST ......... bnfs.at/891c,
NTPC strong stock buy buy in 4-5 day stock move above 140,
I dont think so that share will go up bcuz of adr... adr price 55.95 * 75.04 $ = 4198 price ... so adr price was still low against indian share price of Dr Reddy..,
ADR has gone up. This share will move up on monday.,
Market always gives superb return to long term holders so fill ur portfolio with long term stocks.,
"Telle grm Profit_Junction : Adani ports is consolidating as per RSI, ichimoku in weekly chart. Buy abv its next resistance 718 for 750 . I share freee intraday caallls in my Tellee grm Profit_Junction",
"Profit for 9 months in current FY already surpassed last FY full year profit. Long term will give decent return, short term uncertain. Huge product portfolio and Covid is not the only decease in the world.",
Have an opinion on this news? Post your comment here.,
pls dont panic and sell Q3 22 results are ok this stock is available at cheap price no harm in buying and expect 20-30 per cent return in 3-6 months,
Have an opinion on this news? Post your comment here.,
"Dr. Reddys Laboratories Limited has informed the Exchange regarding allotment of 6569 securities pursuant to ESOP/ESPS at its meeting held on January 27, 2022",
"Strong levels, Good Result, Consolidated in last week,",
"angelhunter, Great . The world as per you has become disease free and will be able to survive on technology alone and hence only tech stocks will rally.",
"Had some tech company declared such good results, operators would have taken that at least 10 percent up. But, not DrReddy",
